==============================================================================
  Time (s)    DT (s)  CV  NIT Max Residual    Fluid      Elapsed      Left    
     19.3116  0.15E-02  C  15 P0=0.44E-03     0.12s       1.36h       2.91m   
     19.3133  0.16E-02  C  16 P0=0.42E-03     0.13s       1.36h       2.90m   
     19.3146  0.15E-02  C  15 P0=0.43E-03     0.26s       1.36h       2.90m   
     19.3159  0.13E-02  C  15 P0=0.34E-03     0.27s       1.36h       2.89m   
     19.3173  0.13E-02  C  15 P0=0.33E-03     0.12s       1.36h       2.89m   
     19.3186  0.13E-02  C  15 P0=0.32E-03     0.12s       1.36h       2.88m   
     19.3199  0.13E-02  C  15 P0=0.32E-03     0.12s       1.36h       2.87m   
     19.3213  0.13E-02  C  15 P0=0.33E-03     0.12s       1.36h       2.87m   
     19.3227  0.15E-02  C  15 P0=0.33E-03     0.12s       1.36h       2.86m   
     19.3241  0.15E-02  C  15 P0=0.37E-03     0.12s       1.36h       2.86m   
     19.3255  0.15E-02  C  15 P0=0.36E-03     0.12s       1.36h       2.85m   
     19.3270  0.15E-02  C  15 P0=0.40E-03     0.12s       1.36h       2.84m   
     19.3285  0.15E-02  C  15 P0=0.36E-03     0.12s       1.36h       2.84m   
     19.3300  0.15E-02  C  16 P0=0.38E-03     0.13s       1.36h       2.83m   
     19.3316  0.16E-02  C  16 P0=0.40E-03     0.13s       1.36h       2.83m   
     19.3328  0.13E-02  C  15 P0=0.33E-03     0.37s       1.36h       2.82m   
     19.3341  0.13E-02  C  15 P0=0.32E-03     0.12s       1.36h       2.81m   
     19.3355  0.13E-02  C  15 P0=0.32E-03     0.12s       1.36h       2.81m   
     19.3368  0.13E-02  C  15 P0=0.31E-03     0.12s       1.36h       2.80m   
     19.3381  0.13E-02  C  15 P0=0.31E-03     0.12s       1.36h       2.80m   
     19.3396  0.15E-02  C  15 P0=0.31E-03     0.12s       1.36h       2.79m   
     19.3409  0.15E-02  C  15 P0=0.35E-03     0.12s       1.36h       2.78m   
     19.3424  0.15E-02  C  15 P0=0.36E-03     0.12s       1.36h       2.78m   
     19.3439  0.15E-02  C  15 P0=0.38E-03     0.12s       1.36h       2.77m   
     19.3454  0.15E-02  C  15 P0=0.39E-03     0.12s       1.36h       2.77m   
     19.3469  0.15E-02  C  15 P0=0.45E-03     0.12s       1.36h       2.76m   
     19.3485  0.16E-02  C  15 P0=0.46E-03     0.12s       1.36h       2.75m   
     19.3497  0.13E-02  C  15 P0=0.32E-03     0.41s       1.36h       2.75m   
     19.3510  0.13E-02  C  15 P0=0.32E-03     0.12s       1.36h       2.74m   
     19.3523  0.13E-02  C  15 P0=0.31E-03     0.12s       1.36h       2.74m   
     19.3537  0.13E-02  C  15 P0=0.31E-03     0.12s       1.36h       2.73m   
     19.3550  0.13E-02  C  15 P0=0.32E-03     0.13s       1.36h       2.72m   
     19.3565  0.15E-02  C  15 P0=0.32E-03     0.13s       1.36h       2.72m   
     19.3578  0.15E-02  C  15 P0=0.36E-03     0.13s       1.36h       2.71m   
     19.3593  0.15E-02  C  15 P0=0.35E-03     0.12s       1.36h       2.71m   
     19.3608  0.15E-02  C  15 P0=0.37E-03     0.12s       1.36h       2.70m   
     19.3623  0.15E-02  C  15 P0=0.37E-03     0.12s       1.36h       2.69m   
     19.3637  0.15E-02  C  16 P0=0.34E-03     0.13s       1.36h       2.69m   
     19.3651  0.13E-02  C  15 P0=0.33E-03     0.29s       1.36h       2.68m   
     19.3664  0.13E-02  C  15 P0=0.33E-03     0.12s       1.36h       2.67m   
     19.3677  0.13E-02  C  15 P0=0.32E-03     0.12s       1.36h       2.67m   
     19.3691  0.13E-02  C  15 P0=0.32E-03     0.13s       1.36h       2.66m   
     19.3704  0.13E-02  C  15 P0=0.32E-03     0.13s       1.36h       2.66m   
     19.3719  0.15E-02  C  15 P0=0.32E-03     0.13s       1.36h       2.65m   
     19.3732  0.15E-02  C  15 P0=0.36E-03     0.13s       1.36h       2.65m   
     19.3747  0.15E-02  C  15 P0=0.35E-03     0.13s       1.36h       2.64m   
     19.3762  0.15E-02  C  15 P0=0.43E-03     0.13s       1.36h       2.63m   
     19.3777  0.15E-02  C  15 P0=0.37E-03     0.13s       1.36h       2.63m   
     19.3790  0.13E-02  C  15 P0=0.33E-03     0.26s       1.36h       2.62m   
     19.3803  0.13E-02  C  15 P0=0.31E-03     0.17s       1.36h       2.62m   
     19.3817  0.13E-02  C  15 P0=0.32E-03     0.13s       1.36h       2.61m   
     19.3830  0.13E-02  C  15 P0=0.32E-03     0.13s       1.36h       2.60m   
     19.3843  0.13E-02  C  15 P0=0.32E-03     0.13s       1.36h       2.60m   
     19.3858  0.15E-02  C  15 P0=0.31E-03     0.13s       1.36h       2.59m   
     19.3871  0.15E-02  C  15 P0=0.37E-03     0.19s       1.36h       2.59m   
     19.3886  0.15E-02  C  15 P0=0.39E-03     0.13s       1.36h       2.58m   
     19.3901  0.15E-02  C  15 P0=0.44E-03     0.12s       1.36h       2.57m   
     19.3914  0.13E-02  C  15 P0=0.33E-03     0.27s       1.36h       2.57m   
     19.3928  0.13E-02  C  15 P0=0.34E-03     0.12s       1.36h       2.56m   
     19.3941  0.13E-02  C  15 P0=0.32E-03     0.12s       1.36h       2.56m   
     19.3954  0.13E-02  C  15 P0=0.32E-03     0.12s       1.36h       2.55m   
     19.3968  0.13E-02  C  15 P0=0.32E-03     0.12s       1.36h       2.54m   
     19.3982  0.15E-02  C  15 P0=0.31E-03     0.12s       1.36h       2.54m   
     19.3994  0.13E-02  C  15 P0=0.31E-03     0.26s       1.36h       2.53m   
     19.4008  0.13E-02  C  15 P0=0.31E-03     0.12s       1.36h       2.53m   
     19.4021  0.13E-02  C  15 P0=0.30E-03     0.12s       1.36h       2.52m   
     19.4034  0.13E-02  C  15 P0=0.31E-03     0.12s       1.36h       2.52m   
     19.4048  0.13E-02  C  15 P0=0.31E-03     0.12s       1.36h       2.51m   
     19.4062  0.15E-02  C  15 P0=0.31E-03     0.12s       1.36h       2.50m   
     19.4076  0.15E-02  C  15 P0=0.39E-03     0.12s       1.36h       2.50m   
     19.4089  0.13E-02  C  15 P0=0.32E-03     0.26s       1.36h       2.49m   
     19.4102  0.13E-02  C  15 P0=0.34E-03     0.13s       1.36h       2.49m   
     19.4116  0.13E-02  C  15 P0=0.32E-03     0.14s       1.36h       2.48m   
     19.4129  0.13E-02  C  15 P0=0.33E-03     0.13s       1.36h       2.48m   
     19.4142  0.13E-02  C  15 P0=0.34E-03     0.12s       1.36h       2.47m   
     19.4157  0.15E-02  C  15 P0=0.33E-03     0.13s       1.36h       2.46m   
     19.4169  0.13E-02  C  15 P0=0.36E-03     0.26s       1.36h       2.46m   
     19.4182  0.13E-02  C  15 P0=0.31E-03     0.22s       1.36h       2.45m   
     19.4196  0.13E-02  C  15 P0=0.38E-03     0.12s       1.36h       2.45m   
     19.4209  0.13E-02  C  15 P0=0.34E-03     0.13s       1.36h       2.44m   
     19.4222  0.13E-02  C  15 P0=0.42E-03     0.12s       1.36h       2.44m   
     19.4237  0.15E-02  C  15 P0=0.38E-03     0.12s       1.36h       2.43m   
     19.4249  0.13E-02  C  16 P0=0.39E-03     0.24s       1.36h       2.42m   
     19.4261  0.12E-02  C  15 P0=0.29E-03     0.30s       1.36h       2.42m   
     19.4273  0.12E-02  C  15 P0=0.29E-03     0.13s       1.36h       2.41m   
     19.4285  0.12E-02  C  14 P0=0.48E-03     0.12s       1.36h       2.41m   
     19.4297  0.12E-02  C  14 P0=0.47E-03     0.12s       1.36h       2.40m   
     19.4309  0.12E-02  C  14 P0=0.47E-03     0.12s       1.36h       2.40m   
     19.4322  0.13E-02  C  14 P0=0.47E-03     0.12s       1.36h       2.39m   
     19.4334  0.13E-02  C  15 P0=0.32E-03     0.12s       1.36h       2.39m   
     19.4348  0.13E-02  C  15 P0=0.32E-03     0.13s       1.36h       2.38m   
     19.4361  0.13E-02  C  15 P0=0.32E-03     0.12s       1.36h       2.38m   
     19.4374  0.13E-02  C  15 P0=0.35E-03     0.13s       1.36h       2.37m   
     19.4388  0.13E-02  C  15 P0=0.33E-03     0.13s       1.36h       2.37m   
     19.4402  0.15E-02  C  17 P0=0.41E-03     0.14s       1.36h       2.36m   
     19.4413  0.12E-02  C  15 P0=0.29E-03     0.37s       1.36h       2.35m   
     19.4425  0.12E-02  C  15 P0=0.31E-03     0.12s       1.36h       2.35m   
     19.4437  0.12E-02  C  15 P0=0.30E-03     0.12s       1.36h       2.34m   
     19.4449  0.12E-02  C  15 P0=0.28E-03     0.12s       1.36h       2.34m   
     19.4461  0.12E-02  C  15 P0=0.28E-03     0.12s       1.36h       2.33m   
     19.4474  0.13E-02  C  15 P0=0.28E-03     0.12s       1.36h       2.33m   
     19.4486  0.13E-02  C  15 P0=0.40E-03     0.12s       1.36h       2.32m   
     19.4499  0.13E-02  C  15 P0=0.41E-03     0.12s       1.36h       2.32m   
     19.4511  0.12E-02  C  15 P0=0.29E-03     0.26s       1.36h       2.31m   
     19.4523  0.12E-02  C  15 P0=0.29E-03     0.12s       1.36h       2.31m   
     19.4535  0.12E-02  C  15 P0=0.29E-03     0.12s       1.36h       2.30m   
     19.4547  0.12E-02  C  15 P0=0.28E-03     0.12s       1.36h       2.30m   
     19.4559  0.12E-02  C  14 P0=0.47E-03     0.12s       1.36h       2.29m   
     19.4573  0.13E-02  C  15 P0=0.28E-03     0.12s       1.36h       2.29m   
     19.4585  0.13E-02  C  15 P0=0.38E-03     0.12s       1.36h       2.28m   
     19.4597  0.12E-02  C  15 P0=0.29E-03     0.26s       1.36h       2.28m   
     19.4609  0.12E-02  C  15 P0=0.29E-03     0.12s       1.36h       2.27m   
     19.4621  0.12E-02  C  15 P0=0.28E-03     0.12s       1.36h       2.27m   
     19.4633  0.12E-02  C  14 P0=0.47E-03     0.12s       1.36h       2.26m   
     19.4645  0.12E-02  C  15 P0=0.29E-03     0.13s       1.36h       2.25m   
     19.4658  0.13E-02  C  15 P0=0.28E-03     0.12s       1.36h       2.25m   
     19.4670  0.13E-02  C  15 P0=0.40E-03     0.12s       1.36h       2.24m   
     19.4682  0.12E-02  C  15 P0=0.29E-03     0.26s       1.36h       2.24m   
     19.4694  0.12E-02  C  15 P0=0.31E-03     0.12s       1.36h       2.23m   
     19.4706  0.12E-02  C  15 P0=0.29E-03     0.12s       1.36h       2.23m   
     19.4718  0.12E-02  C  14 P0=0.47E-03     0.12s       1.36h       2.22m   
     19.4730  0.12E-02  C  15 P0=0.29E-03     0.13s       1.36h       2.22m   
     19.4743  0.13E-02  C  15 P0=0.29E-03     0.16s       1.36h       2.21m   
     19.4754  0.12E-02  C  15 P0=0.28E-03     0.27s       1.36h       2.21m   
     19.4766  0.12E-02  C  14 P0=0.47E-03     0.12s       1.36h       2.20m   
     19.4778  0.12E-02  C  14 P0=0.47E-03     0.12s       1.36h       2.20m   
     19.4790  0.12E-02  C  14 P0=0.47E-03     0.12s       1.36h       2.19m   
     19.4802  0.12E-02  C  15 P0=0.28E-03     0.12s       1.36h       2.19m   
     19.4815  0.13E-02  C  15 P0=0.28E-03     0.13s       1.36h       2.18m   
     19.4827  0.13E-02  C  15 P0=0.33E-03     0.13s       1.36h       2.18m   
     19.4839  0.12E-02  C  15 P0=0.28E-03     0.27s       1.36h       2.17m   
     19.4851  0.12E-02  C  15 P0=0.29E-03     0.13s       1.36h       2.17m   
     19.4863  0.12E-02  C  15 P0=0.28E-03     0.13s       1.36h       2.16m   
     19.4875  0.12E-02  C  15 P0=0.29E-03     0.12s       1.36h       2.16m   
     19.4887  0.12E-02  C  15 P0=0.28E-03     0.12s       1.36h       2.15m   
     19.4901  0.13E-02  C  14 P0=0.46E-03     0.12s       1.36h       2.15m   
     19.4911  0.12E-02  C  15 P0=0.29E-03     0.26s       1.36h       2.14m   
     19.4923  0.12E-02  C  15 P0=0.28E-03     0.13s       1.36h       2.14m   
     19.4935  0.12E-02  C  15 P0=0.28E-03     0.13s       1.36h       2.13m   
     19.4947  0.12E-02  C  15 P0=0.28E-03     0.12s       1.36h       2.13m   
     19.4959  0.12E-02  C  15 P0=0.28E-03     0.12s       1.36h       2.12m   
     19.4972  0.13E-02  C  15 P0=0.29E-03     0.13s       1.36h       2.12m   
     19.4984  0.13E-02  C  15 P0=0.31E-03     0.12s       1.36h       2.11m   
     19.4996  0.12E-02  C  15 P0=0.29E-03     0.26s       1.36h       2.11m   
     19.5008  0.12E-02  C  15 P0=0.28E-03     0.13s       1.36h       2.10m   
     19.5020  0.12E-02  C  15 P0=0.27E-03     0.12s       1.36h       2.09m   
     19.5032  0.12E-02  C  15 P0=0.29E-03     0.13s       1.36h       2.09m   
     19.5044  0.12E-02  C  15 P0=0.27E-03     0.13s       1.36h       2.08m   
     19.5058  0.13E-02  C  15 P0=0.29E-03     0.14s       1.36h       2.08m   
     19.5068  0.12E-02  C  15 P0=0.28E-03     0.27s       1.36h       2.07m   
     19.5080  0.12E-02  C  15 P0=0.28E-03     0.12s       1.36h       2.07m   
     19.5092  0.12E-02  C  15 P0=0.29E-03     0.12s       1.36h       2.06m   
     19.5104  0.12E-02  C  14 P0=0.47E-03     0.12s       1.36h       2.06m   
     19.5116  0.12E-02  C  15 P0=0.28E-03     0.13s       1.36h       2.05m   
     19.5130  0.13E-02  C  15 P0=0.28E-03     0.13s       1.36h       2.05m   
     19.5140  0.12E-02  C  15 P0=0.29E-03     0.27s       1.36h       2.04m   
     19.5152  0.12E-02  C  15 P0=0.29E-03     0.13s       1.36h       2.04m   
     19.5164  0.12E-02  C  14 P0=0.47E-03     0.12s       1.36h       2.03m   
     19.5176  0.12E-02  C  15 P0=0.29E-03     0.13s       1.36h       2.03m   
     19.5188  0.12E-02  C  15 P0=0.29E-03     0.12s       1.36h       2.02m   
     19.5202  0.13E-02  C  15 P0=0.29E-03     0.13s       1.36h       2.02m   
     19.5212  0.12E-02  C  15 P0=0.30E-03     0.27s       1.36h       2.01m   
     19.5224  0.12E-02  C  15 P0=0.29E-03     0.12s       1.36h       2.01m   
     19.5236  0.12E-02  C  15 P0=0.30E-03     0.13s       1.36h       2.00m   
     19.5248  0.12E-02  C  15 P0=0.28E-03     0.13s       1.36h       2.00m   
     19.5260  0.12E-02  C  15 P0=0.34E-03     0.13s       1.36h       1.99m   
     19.5274  0.13E-02  C  15 P0=0.29E-03     0.13s       1.36h       1.99m   
     19.5284  0.12E-02  C  15 P0=0.38E-03     0.23s       1.36h       1.98m   
     19.5296  0.12E-02  C  15 P0=0.32E-03     0.13s       1.37h       1.98m   
     19.5308  0.12E-02  C  16 P0=0.39E-03     0.14s       1.37h       1.97m   
     19.5320  0.12E-02  C  17 P0=0.40E-03     0.14s       1.37h       1.97m   
     19.5331  0.11E-02  C  14 P0=0.43E-03     0.29s       1.37h       1.96m   
     19.5342  0.11E-02  C  14 P0=0.43E-03     0.11s       1.37h       1.96m   
     19.5353  0.11E-02  C  14 P0=0.42E-03     0.11s       1.37h       1.95m   
     19.5363  0.11E-02  C  14 P0=0.42E-03     0.12s       1.37h       1.95m   
     19.5374  0.11E-02  C  14 P0=0.42E-03     0.12s       1.37h       1.94m   
     19.5386  0.12E-02  C  14 P0=0.43E-03     0.11s       1.37h       1.94m   
     19.5397  0.12E-02  C  15 P0=0.29E-03     0.12s       1.37h       1.93m   
     19.5409  0.12E-02  C  15 P0=0.28E-03     0.13s       1.37h       1.93m   
     19.5421  0.12E-02  C  15 P0=0.30E-03     0.13s       1.37h       1.92m   
     19.5433  0.12E-02  C  15 P0=0.28E-03     0.12s       1.37h       1.92m   
     19.5445  0.12E-02  C  15 P0=0.32E-03     0.13s       1.37h       1.91m   
     19.5458  0.13E-02  C  15 P0=0.29E-03     0.13s       1.37h       1.91m   
     19.5469  0.12E-02  C  15 P0=0.36E-03     0.23s       1.37h       1.90m   
     19.5481  0.12E-02  C  15 P0=0.32E-03     0.13s       1.37h       1.90m   
     19.5493  0.12E-02  C  15 P0=0.41E-03     0.12s       1.37h       1.89m   
     19.5505  0.12E-02  C  15 P0=0.38E-03     0.13s       1.37h       1.89m   
     19.5517  0.12E-02  C  16 P0=0.39E-03     0.14s       1.37h       1.88m   
     19.5528  0.11E-02  C  15 P0=0.26E-03     0.31s       1.37h       1.88m   
     19.5539  0.11E-02  C  14 P0=0.43E-03     0.12s       1.37h       1.87m   
     19.5549  0.11E-02  C  14 P0=0.43E-03     0.12s       1.37h       1.87m   
     19.5560  0.11E-02  C  14 P0=0.43E-03     0.12s       1.37h       1.87m   
     19.5571  0.11E-02  C  14 P0=0.43E-03     0.12s       1.37h       1.86m   
     19.5583  0.12E-02  C  14 P0=0.43E-03     0.12s       1.37h       1.86m   
     19.5594  0.12E-02  C  15 P0=0.29E-03     0.13s       1.37h       1.85m   
     19.5606  0.12E-02  C  15 P0=0.29E-03     0.13s       1.37h       1.85m   
     19.5618  0.12E-02  C  15 P0=0.28E-03     0.13s       1.37h       1.84m   
     19.5630  0.12E-02  C  15 P0=0.29E-03     0.13s       1.37h       1.84m   
     19.5642  0.12E-02  C  15 P0=0.29E-03     0.12s       1.37h       1.83m   
     19.5655  0.13E-02  C  15 P0=0.28E-03     0.13s       1.37h       1.83m   
     19.5666  0.12E-02  C  15 P0=0.30E-03     0.25s       1.37h       1.82m   
     19.5678  0.12E-02  C  15 P0=0.31E-03     0.12s       1.37h       1.82m   
     19.5690  0.12E-02  C  15 P0=0.28E-03     0.12s       1.37h       1.81m   
     19.5702  0.12E-02  C  15 P0=0.29E-03     0.12s       1.37h       1.81m   
     19.5714  0.12E-02  C  15 P0=0.29E-03     0.12s       1.37h       1.80m   
     19.5727  0.13E-02  C  15 P0=0.28E-03     0.12s       1.37h       1.80m   
     19.5738  0.12E-02  C  15 P0=0.28E-03     0.25s       1.37h       1.79m   
     19.5750  0.12E-02  C  15 P0=0.29E-03     0.12s       1.37h       1.79m   
     19.5762  0.12E-02  C  15 P0=0.28E-03     0.12s       1.37h       1.78m   
     19.5774  0.12E-02  C  15 P0=0.29E-03     0.12s       1.37h       1.78m   
     19.5786  0.12E-02  C  15 P0=0.29E-03     0.12s       1.37h       1.77m   
     19.5799  0.13E-02  C  15 P0=0.30E-03     0.12s       1.37h       1.77m   
     19.5811  0.13E-02  C  15 P0=0.39E-03     0.12s       1.37h       1.76m   
     19.5823  0.12E-02  C  15 P0=0.29E-03     0.25s       1.37h       1.75m   
     19.5835  0.12E-02  C  15 P0=0.31E-03     0.13s       1.37h       1.75m   
     19.5847  0.12E-02  C  15 P0=0.29E-03     0.13s       1.37h       1.74m   
     19.5859  0.12E-02  C  15 P0=0.30E-03     0.13s       1.37h       1.74m   
     19.5871  0.12E-02  C  15 P0=0.29E-03     0.13s       1.37h       1.73m   
     19.5884  0.13E-02  C  15 P0=0.28E-03     0.13s       1.37h       1.73m   
     19.5895  0.12E-02  C  15 P0=0.29E-03     0.27s       1.37h       1.72m   
     19.5907  0.12E-02  C  15 P0=0.30E-03     0.13s       1.37h       1.72m   
     19.5919  0.12E-02  C  15 P0=0.28E-03     0.13s       1.37h       1.71m   
     19.5931  0.12E-02  C  15 P0=0.28E-03     0.12s       1.37h       1.71m   
     19.5943  0.12E-02  C  15 P0=0.29E-03     0.12s       1.37h       1.70m   
     19.5956  0.13E-02  C  15 P0=0.28E-03     0.13s       1.37h       1.70m   
     19.5968  0.13E-02  C  15 P0=0.33E-03     0.12s       1.37h       1.69m   
     19.5981  0.13E-02  C  16 P0=0.27E-03     0.13s       1.37h       1.69m   
     19.5993  0.12E-02  C  15 P0=0.29E-03     0.27s       1.37h       1.68m   
     19.6005  0.12E-02  C  15 P0=0.29E-03     0.13s       1.37h       1.68m   
     19.6017  0.12E-02  C  15 P0=0.28E-03     0.13s       1.37h       1.67m   
     19.6029  0.12E-02  C  15 P0=0.28E-03     0.13s       1.37h       1.67m   
     19.6041  0.12E-02  C  15 P0=0.29E-03     0.13s       1.37h       1.66m   
     19.6055  0.13E-02  C  15 P0=0.28E-03     0.13s       1.37h       1.66m   
     19.6067  0.13E-02  C  15 P0=0.38E-03     0.13s       1.37h       1.65m   
     19.6079  0.12E-02  C  15 P0=0.28E-03     0.27s       1.37h       1.65m   
     19.6091  0.12E-02  C  15 P0=0.30E-03     0.13s       1.37h       1.64m   
     19.6103  0.12E-02  C  15 P0=0.28E-03     0.13s       1.37h       1.64m   
     19.6115  0.12E-02  C  15 P0=0.29E-03     0.12s       1.37h       1.63m   
     19.6127  0.12E-02  C  15 P0=0.28E-03     0.12s       1.37h       1.63m   
     19.6140  0.13E-02  C  15 P0=0.29E-03     0.13s       1.37h       1.62m   
     19.6152  0.13E-02  C  15 P0=0.40E-03     0.12s       1.37h       1.62m   
     19.6164  0.12E-02  C  15 P0=0.28E-03     0.28s       1.37h       1.61m   
     19.6176  0.12E-02  C  15 P0=0.34E-03     0.14s       1.37h       1.61m   
     19.6188  0.12E-02  C  15 P0=0.29E-03     0.16s       1.37h       1.60m   
     19.6200  0.12E-02  C  15 P0=0.28E-03     0.14s       1.37h       1.59m   
     19.6212  0.12E-02  C  15 P0=0.29E-03     0.16s       1.37h       1.59m   
